Date,Close,High,Low,Open,Volume
2024-08-30,42787.80078125,42913.94921875,42455.1015625,42644.1015625,38100
2024-09-02,42975.6015625,43299.5,42847.80078125,42864.8515625,22600
2024-09-03,42851.30078125,43194.55078125,42746.75,42953.1015625,20100
2024-09-04,42450.5,42498.44921875,42023.5,42315.69921875,22900
2024-09-05,42644.6484375,42766.05078125,42294.55078125,42578.1484375,17700
2024-09-06,42228.8984375,42983.6015625,42167.1484375,42607.8515625,22500
2024-09-09,41919.05078125,42431.6484375,41809.6484375,42104.05078125,18600
2024-09-10,42644.19921875,42937.44921875,42055.8515625,42128.30078125,21600
2024-09-11,42473.30078125,42984.19921875,42406.1484375,42710.1484375,15900
2024-09-12,43152.1015625,43265.25,42449.05078125,42836.5,26400
2024-09-13,43394.3515625,43571.6484375,42989.3984375,43244.19921875,28000
2024-09-16,43352.6484375,43583.1484375,43286.80078125,43457.3984375,11500
2024-09-17,43415.0,43645.8984375,43133.55078125,43294.44921875,12500
2024-09-18,42089.30078125,43222.44921875,41814.3984375,43222.44921875,27100
2024-09-19,41945.6015625,42850.44921875,41670.80078125,42551.0,32400
2024-09-20,42204.3984375,42375.19921875,41614.25,42186.8515625,39800
2024-09-23,41987.44921875,42378.5,41785.1484375,42288.3515625,14000
2024-09-24,42243.94921875,42403.8984375,41691.3984375,41863.3515625,21800
2024-09-25,41960.94921875,42222.8515625,41645.8515625,42128.1484375,17300
2024-09-26,42160.8984375,42345.3984375,41982.8515625,42033.8984375,27100
2024-09-27,42312.6015625,43377.94921875,42270.55078125,42738.55078125,46500
2024-09-30,41946.1015625,42275.3984375,41853.25,42045.55078125,20900
2024-10-01,42434.80078125,42470.5,41916.30078125,41916.30078125,19500
2024-10-03,41762.6015625,42325.8515625,41631.5,41978.44921875,26100
2024-10-04,41912.5,42566.1484375,41682.94921875,41682.94921875,28100
2024-10-07,42190.6015625,42491.8515625,41760.1015625,42134.6484375,22000
2024-10-08,42387.55078125,42445.25,41639.44921875,42275.25,18400
2024-10-09,42622.75,42920.55078125,42498.55078125,42524.69921875,16700
2024-10-10,42088.80078125,42880.3984375,42012.3515625,42801.05078125,19800
2024-10-11,42335.69921875,42567.19921875,41734.19921875,41770.5,20800
2024-10-14,42872.75,42985.1015625,42357.75,42383.25,28300
2024-10-15,42731.30078125,43329.5,42572.80078125,42917.6484375,29400
2024-10-16,42230.69921875,42691.1484375,42168.69921875,42605.3515625,17100
2024-10-17,42734.3515625,42900.44921875,42369.80078125,42455.6015625,35400
2024-10-18,42106.5,42579.75,41838.0,42216.8984375,58500
2024-10-21,41562.69921875,42609.05078125,41481.55078125,42426.44921875,28100
2024-10-22,41238.80078125,41850.6015625,41155.8515625,41556.3515625,21800
2024-10-23,42222.1015625,42530.94921875,41151.3515625,41168.3984375,27400
2024-10-24,42139.8515625,42379.6015625,41926.8515625,41929.25,16300
2024-10-25,42038.8515625,42366.1484375,41874.55078125,42235.30078125,19000
2024-10-28,42205.3984375,42401.30078125,41963.30078125,42012.6015625,19200
2024-10-29,42031.44921875,42210.8984375,41746.6015625,42167.55078125,16300
2024-10-30,41668.6015625,42164.3515625,41572.1015625,41975.3515625,22800
2024-10-31,40407.55078125,41501.94921875,40191.94921875,41501.94921875,29400
2024-11-01,40433.6484375,40646.69921875,40366.5,40568.6484375,2200
2024-11-04,40421.80078125,40472.44921875,39975.0,40202.25,21800
2024-11-05,40424.6015625,40658.25,40225.19921875,40345.44921875,11900
2024-11-06,42039.5,42105.5,40675.05078125,40770.6015625,34500
2024-11-07,41752.3984375,42369.6484375,41348.75,42151.5,19600
2024-11-08,42050.1484375,42306.69921875,41840.69921875,41938.80078125,21700
2024-11-11,42590.30078125,42798.1484375,41793.6484375,41991.3515625,18100
2024-11-12,42609.55078125,42884.6015625,42462.05078125,42846.0,18300
2024-11-13,42369.5,42659.69921875,42201.3984375,42484.44921875,15000
2024-11-14,42390.8515625,42633.0,42162.80078125,42318.75,16600
2024-11-18,41406.55078125,42442.8515625,41035.3984375,42442.8515625,21800
2024-11-19,41748.3515625,42447.6484375,41534.6015625,41534.6015625,18800
2024-11-21,41952.80078125,42325.8515625,41678.19921875,41928.8984375,19200
2024-11-22,43332.1015625,43436.1484375,41983.55078125,42229.19921875,24600
2024-11-25,43618.1484375,43751.6484375,43337.6015625,43697.8515625,42000
2024-11-26,44085.94921875,44244.6015625,43699.44921875,43763.19921875,21700
2024-11-27,44018.69921875,44330.6015625,43980.1484375,44132.5,18100
2024-11-28,42968.75,44013.1015625,42864.80078125,43948.0,24100
2024-11-29,43146.25,43468.94921875,42738.75,42873.80078125,16700
2024-12-02,43547.0,43578.0,42860.80078125,43171.75,14500
2024-12-03,43754.94921875,43811.5,43404.0,43794.69921875,28300
2024-12-04,43949.25,44225.55078125,43585.05078125,43761.1484375,28900
2024-12-05,44806.3984375,45027.94921875,44023.8984375,44174.80078125,34800
2024-12-06,44716.05078125,44852.30078125,44519.69921875,44780.44921875,17900
